STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG
ANDAMAN And NICOBAR ISLANDS,NICOBAR,107.3,57.9,65.2,117,358.5,295.5,285,271.9
ANDAMAN And NICOBAR ISLANDS,SOUTH ANDAMAN,43.7,26,18.6,90.5,374.4,457.2,421.3,423.1
ANDAMAN And NICOBAR ISLANDS,N & M ANDAMAN,32.7,15.9,8.6,53.4,343.6,503.3,465.4,460.9
ARUNACHAL PRADESH,LOHIT,42.2,80.8,176.4,358.5,306.4,447,660.1,427.8
ARUNACHAL PRADESH,EAST SIANG,33.3,79.5,105.9,216.5,323,738.3,990.9,711.2
ARUNACHAL PRADESH,SUBANSIRI F.D,28,48.3,85.3,101.5,140.5,228.4,217.4,182.8
ARUNACHAL PRADESH,TIRAP,42.2,72.7,141,316.9,328.7,614.7,851.9,500.6
ARUNACHAL PRADESH,ANJAW (LOHIT),42.2,80.8,176.4,358.5,306.4,447,660.1,427.8
ARUNACHAL PRADESH,LOWER DIBANG,83.7,153.9,303.5,383.6,268,374.2,272,160.5
ARUNACHAL PRADESH,CHANGLANG,70.3,170.9,367.9,554.4,334.2,526.2,460.8,291.5
ARUNACHAL PRADESH,PAPUM PARE,33.5,67.8,106.1,226.9,453,640.5,609.5,503.4
ARUNACHAL PRADESH,LOW SUBANSIRI,97.5,109.3,92.4,204.3,266.2,284.1,248.9,270.5
ARUNACHAL PRADESH,UPPER SIANG,74.3,176.7,362.6,397.5,408.7,801.9,653,417.9
ARUNACHAL PRADESH,WEST SIANG,26,66.7,76.8,229.2,239.5,416.6,592.4,312.4
ARUNACHAL PRADESH,DIBANG VALLEY,83.7,153.9,303.5,383.6,268,374.2,272,160.5
ARUNACHAL PRADESH,WEST KAMENG,35.2,43.5,58.9,134.3,341.1,665.3,749.9,579.1
ARUNACHAL PRADESH,EAST KAMENG,49,74.4,96.5,156.9,208,345.7,368.5,256.2
ARUNACHAL PRADESH,TAWANG(W KAME,35.2,43.5,58.9,134.3,341.1,665.3,749.9,579.1
ARUNACHAL PRADESH,KURUNG KUMEY,82.7,70,128.2,245.7,271.4,292.7,404,276.3
ASSAM,CACHAR,13.3,50.2,168.3,262.5,386.4,532.1,526.2,470.8
ASSAM,DARRANG,13.1,21.4,53.5,168.8,320,419.7,345.8,272.1
ASSAM,GOALPARA,12.7,20.4,51.1,196.6,399.8,567.8,502.8,334.6
ASSAM,KAMRUP,12,20.8,58.6,151.7,293.4,365.5,345.1,248.7
ASSAM,LAKHIMPUR,27.7,48.6,76.7,165.5,331.9,528.3,605.2,467.6
ASSAM,NORTH CACHAR,16.7,47.5,158.9,207.9,308,328.1,270.3,201.3
ASSAM,NAGAON,12,22.5,48.1,128.9,171.3,285.9,326.3,294.1
ASSAM,SIVASAGAR,20.1,33.2,78.3,126.5,257.1,255.5,374.8,342.3
ASSAM,BARPETA,10.3,26.9,54,175.7,391.5,694.3,757.3,527.3
ASSAM,DHUBRI,10.3,11.7,46.6,147.5,391.6,603,554.7,418.7
ASSAM,DIBRUGARH,30.6,53.1,119.8,229.9,292.4,401,519.4,405.1
ASSAM,JORHAT,22.2,36.7,80.1,204.6,277.4,288.8,390.7,346.9
ASSAM,KARIMGANJ,13.2,35.2,169.7,340.4,604,645.2,646,438
ASSAM,KOKRAJHAR,10.9,27.9,45.8,216.4,461.1,822.2,864.2,677.1
ASSAM,SHONITPUR,19.4,23.1,50,144.3,284.1,363.1,384.2,337.9
ASSAM,GOLAGHAT,16.9,29.5,65.2,135.9,245.6,254.2,314.7,271.4
ASSAM,TINSUKIA,26.6,58.4,131.2,215.9,272.7,388.3,515.3,387.2
ASSAM,HAILAKANDI,7.3,42,123.8,239,416.2,470.4,426.8,406.9
ASSAM,DHEMAJI(LAKHI,27.7,48.6,76.7,165.5,331.9,528.3,605.2,467.6
ASSAM,KARBI ANGLONG,12.8,24.1,53.8,106.3,139.4,224.9,238.7,220.5
ASSAM,UDALGURI(DARA,13.1,21.4,53.5,168.8,320,419.7,345.8,272.1
ASSAM,KAMRUP METROP,12,20.8,58.6,151.7,293.4,365.5,345.1,248.7
ASSAM,CHIRANG(BONGAI,10,31.2,57.5,183.4,442,626.3,776.6,486.8
ASSAM,BAKSA BARPETA,10.3,26.9,54,175.7,391.5,694.3,757.3,527.3
ASSAM,BONGAIGAON,10,31.2,57.5,183.4,442,626.3,776.6,486.8
ASSAM,MORIGAON,18.7,24.4,51.6,116.8,169.1,310.1,374.8,309.2
ASSAM,NALBARI,14.9,18.6,56.7,184.6,380.7,551.2,470.9,322
MEGHALAYA,EAST KHASI HI,15.4,24.1,129.7,312.5,733.7,1476.2,1518.4,1019.4
MEGHALAYA,JAINTIA HILLS,33.8,44.1,115.1,282.3,598.8,1316.1,1591.3,933.8
MEGHALAYA,EAST GARO HIL,5.6,16,64,244.4,352.2,531.1,465.8,358.9
MEGHALAYA,RI-BHOI,16.2,15.1,55.8,117.1,273.3,340.5,425.6,400.2
MEGHALAYA,SOUTH GARO HI,6.8,10.7,48.7,180.9,350,492.6,476.4,385.2
MEGHALAYA,W KHASI HILL,19.7,31.1,61.3,160.5,352.3,651.5,1050.3,607.9
MEGHALAYA,WEST GARO HIL,6.8,10.7,48.7,180.9,350,492.6,476.4,385.2
MANIPUR,IMPHAL EAST,13.5,34.3,84.5,145.5,208.9,370.7,324,280.4
MANIPUR,SENAPATI,13.3,29.9,47.5,124.7,198.4,368.2,366.1,326.6
MANIPUR,TAMENGLONG,48.5,229.6,224.5,431.5,539.9,1158.7,1820.9,1522.1
MANIPUR,CHANDEL,8.5,27.9,36.3,77.9,179,609.9,540.3,490.9
MANIPUR,UKHRUL,14.5,36.1,56.9,76.6,122.2,348.3,296.8,243.3
MANIPUR,THOUBAL,15.3,26.2,43.1,96.2,140.1,333,181.7,212.1
MANIPUR,BISHNUPUR,54.5,50,112.4,108.1,159.3,435.6,310.4,368.9
MANIPUR,IMPHAL WEST,22.3,31,63.8,109.1,134.6,337.3,234.7,239.3
MANIPUR,CHURACHANDPUR,13,31.1,72.7,187.3,238,422.1,407.6,382.6
MIZORAM,AIZAWL,13.8,31.2,107.9,185.8,351.4,467.7,448.7,480.7
MIZORAM,CHAMPHAI,13.4,21.8,83,122.7,261.5,350.5,369.3,336.6
MIZORAM,KOLASIB,13.4,40,131.6,183.5,316.4,437.6,431.9,453.2
MIZORAM,LUNGLEI,5.5,21.8,88,119.3,310.3,459.4,514.6,481.7
MIZORAM,CHHIMTUIPUI,13.8,31.2,107.9,185.8,351.4,467.7,448.7,480.7
MIZORAM,LAWNGTLAI,8.3,27.5,66.7,122.9,319.8,437.2,493.9,408.8
MIZORAM,MAMIT,13.8,31.2,107.9,185.8,351.4,467.7,448.7,480.7
MIZORAM,SAIHA,6.7,31,69.7,116.7,335.4,384.8,437.9,412.2
MIZORAM,SERCHHIP,15.4,33.8,103.6,150.9,294.3,395.9,477.1,430.7
NAGALAND,KOHIMA,12.3,28.8,55.8,89.8,162,308.2,365.4,376.1
NAGALAND,TUENSANG,23.7,26.8,65.7,177.2,225.7,350.3,441.8,352.2
NAGALAND,MOKOKCHUNG,23.4,31.1,60.9,138.3,287.1,525.5,525.1,394.2
NAGALAND,DIMAPUR,14.7,4.1,57.2,77.8,151.8,204.8,187.7,272
NAGALAND,WOKHA,20.4,42.1,96.7,144.3,325.6,416.3,495.6,478.9
NAGALAND,MON,13.1,33.5,48.2,137.9,193.9,271.1,273.6,177.4
NAGALAND,ZUNHEBOTO,23.7,26.8,65.7,177.2,225.7,350.3,441.8,352.2
NAGALAND,PHEK,12.3,28.8,55.8,89.8,162,308.2,365.4,376.1
NAGALAND,KEPHRIE,23.7,26.8,65.7,177.2,225.7,350.3,441.8,352.2
NAGALAND,LONGLENG,23.7,26.8,65.7,177.2,225.7,350.3,441.8,352.2
NAGALAND,PEREN,12.3,28.8,55.8,89.8,162,308.2,365.4,376.1
TRIPURA,NORTH TRIPURA,13.6,37.2,118.4,272.8,440.1,477.5,402.7,367.7
TRIPURA,SOUTH TRIPURA,8.1,30.6,78.5,169.7,335,474.9,497.4,396.8
TRIPURA,WEST TRIPURA,9.6,27.9,72.1,194.2,359.9,426.6,395.9,323.2
TRIPURA,DHALAI,13.6,38.9,105.5,246.3,431.3,482.7,363.9,338.2
WEST BENGAL,COOCH BEHAR,8.9,16,32.2,138.9,345.4,668.8,864.9,733
WEST BENGAL,DARJEELING,48.3,33.8,57.7,130.5,262.3,534.7,756.9,645.9
WEST BENGAL,JALPAIGURI,9.2,17.8,39.7,119.3,339.3,667.3,931.4,670.9
WEST BENGAL,MALDA,13.6,10.5,14.5,34.8,106.2,216.6,332.9,284.8
WEST BENGAL,SOUTH DINAJPUR,8.9,13.3,19,58.9,167.8,289.3,368.9,248
WEST BENGAL,NORTH DINAJPUR,21.5,2,8,35.7,162.9,316,367,307.7
SIKKIM,NORTH SIKKIM,61.6,98.5,199.5,238.3,355.4,503,489.4,428.2
SIKKIM,EAST SIKKIM,33.5,56.1,61.7,175.5,291.7,464.6,509,441
SIKKIM,WEST SIKKIM,61.6,98.5,199.5,238.3,355.4,503,489.4,428.2
